"Name","misc.seed","Runtime","Group","Hostname","State","bias.log_dataset","fdm.balanced_context","fdm.lr","misc.data_split_seed","misc.exp_group","misc.log_method","Accuracy (pytorch_classifier)","Accuracy Discriminator (zy)","Accuracy Predictor s","Accuracy Predictor y","Accuracy_colour_0.0 (pytorch_classifier)","Accuracy_colour_0.0-colour_1.0 (pytorch_classifier)","Accuracy_colour_0.0-colour_2.0 (pytorch_classifier)","Accuracy_colour_0.0÷colour_1.0 (pytorch_classifier)","Accuracy_colour_0.0÷colour_2.0 (pytorch_classifier)","Accuracy_colour_1.0 (pytorch_classifier)","Accuracy_colour_1.0-colour_2.0 (pytorch_classifier)","Accuracy_colour_1.0÷colour_2.0 (pytorch_classifier)","Accuracy_colour_2.0 (pytorch_classifier)","ELBO","Learning rate","Loss Adversarial","Loss Generator","Loss Predictor s","Loss Predictor y","Loss reconstruction","Prior Loss","Renyi preds and s (pytorch_classifier)","TNR (pytorch_classifier)","TNR_colour_0.0 (pytorch_classifier)","TNR_colour_0.0-colour_1.0 (pytorch_classifier)","TNR_colour_0.0-colour_2.0 (pytorch_classifier)","TNR_colour_0.0÷colour_1.0 (pytorch_classifier)","TNR_colour_0.0÷colour_2.0 (pytorch_classifier)","TNR_colour_1.0 (pytorch_classifier)","TNR_colour_1.0-colour_2.0 (pytorch_classifier)","TNR_colour_1.0÷colour_2.0 (pytorch_classifier)","TNR_colour_2.0 (pytorch_classifier)","TPR (pytorch_classifier)","TPR_colour_0.0 (pytorch_classifier)","TPR_colour_0.0-colour_1.0 (pytorch_classifier)","TPR_colour_0.0-colour_2.0 (pytorch_classifier)","TPR_colour_0.0÷colour_1.0 (pytorch_classifier)","TPR_colour_0.0÷colour_2.0 (pytorch_classifier)","TPR_colour_1.0 (pytorch_classifier)","TPR_colour_1.0-colour_2.0 (pytorch_classifier)","TPR_colour_1.0÷colour_2.0 (pytorch_classifier)","TPR_colour_2.0 (pytorch_classifier)","prob_pos_colour_0.0 (pytorch_classifier)","prob_pos_colour_0.0-colour_1.0 (pytorch_classifier)","prob_pos_colour_0.0-colour_2.0 (pytorch_classifier)","prob_pos_colour_0.0÷colour_1.0 (pytorch_classifier)","prob_pos_colour_0.0÷colour_2.0 (pytorch_classifier)","prob_pos_colour_1.0 (pytorch_classifier)","prob_pos_colour_1.0-colour_2.0 (pytorch_classifier)","prob_pos_colour_1.0÷colour_2.0 (pytorch_classifier)","prob_pos_colour_2.0 (pytorch_classifier)"
"quiet-monkey-83","17","3822",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","17","same_as_for2.zs2.even_longer","","0.8398384925975774","80","100","100","0.9946120689655172","0.3999905550212941","0.05615053050397878","0.5978426489060011","0.9435452954412868","0.5946215139442231","0.3438400245173153","0.6336130886290903","0.9384615384615383","1.2911499738693235","","-0.03692664951086044","1.3309917449951172","0.0504593625664711","0.026309041306376457","0.015520975925028324","0.010302022099494934","0.4248708464958329","0.8221105527638191","0.9950980392156864","0.5024726704841229","0.005098039215686301","0.4950520946859061","0.9948768472906404","0.49262536873156343","0.49737463126843656","0.4976013825571347","0.99","0.9653767820773932","0.9936708860759492","0.006329113924050667","0.08778853313477286","0.9936708860759492","0.9116523042337956","1","0.09411764705882351","0.9058823529411764","0.9058823529411764","0.3415948275862069","0.3257358497046297","0.03871021220159154","0.5118823983530624","0.886677990778937","0.6673306772908366","0.36444606190622125","0.4538748564867968","0.30288461538461536"
"dashing-cosmos-76","16","3817",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","16","same_as_for2.zs2.even_longer","","0.8919919246298789","90","100","100","0.997969543147208","0.3031437775717065","0.026815696993361948","0.6962394497374049","0.9731297441114328","0.6948257655755016","0.27632808057834457","0.7154641546520016","0.971153846153846","1.018247127532959","","-0.01128451805561781","1.0895034074783323","0.06333044916391373","0.01921038329601288","0.0130517166107893","0.007313225418329239","0.31502705686154947","0.8919597989949749","0.9970149253731344","0.32776026698804117","0.0029850746268657025","0.671258414847324","0.9970149253731344","0.6692546583850931","0.3307453416149069","0.6692546583850931","1","0.9755600814663952","1","0.0033003300330033403","0.06318681318681318","0.9966996699669968","0.9368131868131868","0.9966996699669968","0.05988648315380984","0.939915217233098","0.9368131868131868","0.3218274111675127","0.22199518650936167","0.006057204217102707","0.5917874919915233","0.9815264152909478","0.5438225976768744","0.21593798229225897","0.6029256908140403","0.3278846153846154"
"likely-breeze-73","15","3807",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","15","same_as_for2.zs2.even_longer","","0.9199192462987889","100","100","100","0.9939086294416244","0.1361850522058521","0.08563345496505415","0.8629803100891069","0.9138417230433316","0.8577235772357723","0.05055159724079794","0.9443433018303838","0.9082751744765702","1.2246493101119995","","-0.0000011837088322863565","1.2901248931884766","0.04997793585062027","0.015498842112720013","0.0193474804982543","0.005145505536347628","0.1012767427285092","0.9331658291457288","0.9953560371517028","0.1575979250573074","0.025386067181732752","0.8416667813576663","0.9744954908251954","0.8377581120943953","0.13221185787557466","0.8636948957505686","0.96996996996997","0.9470468431771896","0.9941002949852508","0.002631731158540096","0.13950088845706088","0.9973596402147106","0.8596712130951227","0.9967320261437908","0.14213261961560095","0.8574013717954955","0.8545994065281899","0.34517766497461927","0.07657030250505553","0.03809890126574589","0.8184453550241575","0.889625241921295","0.4217479674796748","0.11466920377080142","0.7281096469627263","0.3070787637088734"
"easy-meadow-70","14","3817",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","14","same_as_for2.zs2.even_longer","","0.7900403768506057","85","100","100","0.9968944099378882","0.5973194896403324","0.0494765695623014","0.40081970198072575","0.9503692978222396","0.3995749202975558","0.547842920078031","0.4217515263794816","0.9474178403755869","1.1184558868408203","","-0.011735462583601476","1.2183209657669067","0.06454868614673615","0.0470518097281456","0.013570575043559074","0.008798543363809586","0.5649846733674024","0.6989949748743719","0.9968701095461658","0.9096326297400268","0.04058595654070141","0.08751138084163702","0.95928661502432","0.08723747980613894","0.8690466731993255","0.091225478882991","0.9562841530054644","0.9928716904276986","1","0","0.02102102102102099","1","0.978978978978979","1","0.02102102102102099","0.978978978978979","0.978978978978979","0.34057971014492755","0.6020345300251044","0.004429475403143535","0.3613139878764113","0.9869943062631104","0.942614240170032","0.606464005428248","0.3566148488072365","0.336150234741784"
"glorious-galaxy-67","13","3820",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","13","same_as_for2.zs2.even_longer","","0.7493270524899058","95","100","100","0.9951267056530214","0.6434097441545823","0.11390843154134632","0.353439375609597","0.8855337406842102","0.3517169614984391","0.529501312613236","0.3991258146036435","0.8812182741116751","0.6155709028244019","","-0.011147250421345234","0.6915789246559143","0.0625230073928833","0.02463230118155479","0.0053014932200312614","0.007009923458099365","0.560533517262413","0.6683417085427136","0.9971830985915492","0.9118750417195114","0.1192851078651196","0.08554904008354085","0.8803779285533405","0.08530805687203792","0.7925899338543918","0.09717308590881785","0.8778979907264297","0.970468431771894","0.9968354430379748","0.002933004013584428","0.07375851996105154","0.997057684862563","0.926007326007326","0.9939024390243902","0.07082551594746711","0.928739971684757","0.9230769230769232","0.30896686159844056","0.6327605057272618","0.0879874531223716","0.32808525303436614","0.7783436283234373","0.9417273673257024","0.5447730526048902","0.42151723364276295","0.39695431472081216"
"earnest-yogurt-63","12","3815",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","12","same_as_for2.zs2.even_longer","","0.7621130551816958","100","100","100","0.9804727646454264","0.556896341069003","0.09169520953520605","0.432012432012432","0.906478575599837","0.4235764235764235","0.46520113153379694","0.4765831688041383","0.8887775551102205","0.9679635167121888","","-0.00013386055070441216","1.0454938411712646","0.06525839865207672","0.012405801564455032","0.01354561559855938","0.00581365404650569","0.3011525561860713","0.8090452261306532","0.978328173374613","0.48487839171522434","0.005725433648585576","0.5043806312531093","0.9941477371250216","0.49344978165938863","0.4791529580666388","0.5073497755089489","0.9726027397260274","0.9368635437881874","0.9847094801223242","0.03248018075926684","0.10787663554754412","0.9670154686078252","0.8904482614160033","0.9522292993630572","0.07539645478827728","0.9208211143695014","0.8768328445747801","0.34532374100719426","0.3010299053464521","0.02768847046611211","0.5342643968287504","0.919818804275217","0.6463536463536463","0.3287183758125642","0.4914264386578412","0.31763527054108215"
"pious-dew-60","11","3796",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","11","same_as_for2.zs2.even_longer","","0.9394347240915208","65","100","100","0.996138996138996","0.15375903789264955","0.021701368327135206","0.8456449968442007","0.9782145178421394","0.8423799582463466","0.13205766956551435","0.8644780683787271","0.9744376278118608","0.9182610511779784","","-0.0568283386528492","0.9918705224990844","0.06465694308280945","0.065780870616436","0.012699334882199764","0.005665886215865612","0.18382463057188717","0.9246231155778896","0.997163120567376","0.2266204849084612","0.0028368794326241176","0.7727347910946442","0.997163120567376","0.7705426356589147","0.22945736434108532","0.7705426356589147","1","0.979633401221996","0.9969788519637462","0.0030211480362537513","0.05319186971522549","0.9969788519637462","0.946646942800789","1","0.05621301775147925","0.9437869822485208","0.9437869822485208","0.3204633204633205","0.1607475354865751","0.0057125486573338935","0.665951976147204","0.9824862928311204","0.4812108559498956","0.15503498682924122","0.6778231727062622","0.3261758691206544"
"wandering-star-56","10","3786",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","10","same_as_for2.zs2.even_longer","","0.9155450874831764","90","100","100","0.9949748743718592","0.19027139788924163","0.05002992942691431","0.808767635454752","0.9497173941618386","0.8047034764826176","0.14024146846232732","0.8515876832692109","0.944944944944945","0.9714266061782836","","-0.10944266617298126","1.001751184463501","0.1045842319726944","0.03518296033143997","0.0126747889444232","0.006753742694854736","0.22496236436283096","0.907035175879397","1","0.27586206896551724","0.0015408320493066618","0.7241379310344828","0.9984591679506932","0.7241379310344828","0.2743212369162106","0.7252554278416348","0.9984591679506932","0.9521384928716904","0.9906542056074766","0.009345794392523366","0.1163684913217623","0.9906542056074766","0.882533692722372","1","0.12571428571428567","0.8742857142857143","0.8742857142857143","0.31959798994974875","0.1865369793754046","0.01229068264244143","0.6314481498401097","0.9615433043106","0.5061349693251533","0.198827662017846","0.6071647404980739","0.3073073073073073"
"fancy-serenity-53","9","3823",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","9","same_as_for2.zs2.even_longer","","0.9552489905787348","70","100","100","0.996003996003996","0.07308732933732931","0.05040557859548955","0.9266194416583085","0.9493921924031244","0.9229166666666668","0.022681750741839757","0.9760133368200836","0.9455984174085064","1.1113454103469849","","-0.06393061578273773","1.157694697380066","0.06989087164402008","0.04038912057876587","0.0143583994358778","0.0078685088083148","0.11703772380174896","0.971356783919598","0.997037037037037","0.0806332515480781","0.00002610540055469901","0.919127125118941","0.9999738177057764","0.916403785488959","0.0806593569486328","0.9191030602621224","0.9970631424375918","0.9837067209775968","0.9969325153374232","0.0030674846625766694","0.042387060791968745","0.9969325153374232","0.9574825174825176","1","0.045454545454545414","0.9545454545454546","0.9545454545454546","0.32667332667332666","0.06811833999334","0.013122387009627368","0.8274575029192444","0.9598302464934648","0.39479166666666665","0.08124072700296736","0.7942187389898452","0.3135509396636993"
"comfy-blaze-49","8","3804",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","8","same_as_for2.zs2.even_longer","","0.8664199192462988","50","100","100","0.993975903614458","0.3395357491743034","0.02908228659318124","0.6584064584064584","0.9707414571244358","0.6544401544401545","0.31045346258112216","0.6782510972147135","0.9648936170212766","1.0809141397476196","","-0.04862693324685097","1.129505276679993","0.06838907301425934","0.028828954324126244","0.01461420487612486","0.007004077546298504","0.33733311598797167","0.9447236180904522","0.9985380116959064","0.15014151023818045","0.006602527824938642","0.8496386632460975","0.993387805223634","0.8483965014577259","0.1435389824132418","0.8552940339899026","0.9919354838709676","0.980651731160896","0.9871794871794872","0.007106227106227103","0.027804487179487247","0.9928529325081048","0.9718344155844156","0.9942857142857144","0.03491071428571435","0.9648886494252872","0.959375","0.3102409638554217","0.1260524724380146","0.021673929761599545","0.711083271137648","0.934700339820822","0.4362934362934363","0.10437854267641504","0.7607606853699868","0.33191489361702126"
"pious-dawn-46","7","3786",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","7","same_as_for2.zs2.even_longer","","0.9515477792732168","90","100","100","0.9968619246861924","0.07409769704391611","0.05984642081022351","0.9256690468268796","0.9399651854201744","0.9227642276422764","0.0142512762336926","0.9847907786213332","0.937015503875969","1.100169658660889","","-0.02465987205505371","1.1889184713363647","0.08156537264585495","0.03184334561228752","0.014542566146701574","0.007460828870534897","0.0994765057093529","0.985929648241206","1","0.042042042042042094","0","0.957957957957958","1","0.957957957957958","0.042042042042042094","0.957957957957958","1","0.9429735234215886","0.9938837920489296","0.006116207951070374","0.15412118077296522","0.9938837920489296","0.8449303811915089","1","0.1602373887240356","0.8397626112759644","0.8397626112759644","0.3399581589958159","0.011667857264346717","0.06573335279426551","0.9668174232713376","0.8066428145497913","0.3516260162601626","0.07740121005861222","0.7798763274633687","0.2742248062015504"
"feasible-bush-43","6","3803",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","6","same_as_for2.zs2.even_longer","","0.97207267833109","75","100","100","0.9950248756218906","0.01842263757509499","0.05091918456498001","0.9814852492370296","0.948826219512195","0.9766022380467956","0.03249654698988502","0.9667248899051488","0.9441056910569106","1.184604287147522","","-0.03701211139559746","1.273181438446045","0.06664036214351654","0.0589488185942173","0.015315964818000792","0.008376122452318668","0.05882952035792004","0.98643216080402","0.9970887918486172","0.02871529787271354","0.0033485727562854173","0.9712008618415268","0.9966416503889516","0.9683734939759036","0.025366725116428124","0.9744734844891376","0.9937402190923318","0.9786150712830958","0.9905660377358492","0.00943396226415094","0.04273995077932735","0.9905660377358492","0.9568530020703934","1","0.05217391304347829","0.9478260869565216","0.9478260869565216","0.3154228855721393","0.030457073736100737","0.020959228248998873","0.9119432250512146","0.937692203634396","0.34587995930824006","0.009497845487101864","0.9725400526064084","0.3363821138211382"
"tough-grass-39","5","3805",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","5","same_as_for2.zs2.even_longer","","0.9444818304172274","90","100","100","0.9980544747081712","0.11234018899388554","0.050959039023523944","0.8874408242829295","0.9489416256177556","0.8857142857142857","0.06138114997036159","0.9351901110937256","0.9470954356846472","0.9791077971458436","","-0.02333182841539383","1.051681637763977","0.07595300674438477","0.01995266415178776","0.01229025237262249","0.007291903253644705","0.1378853026933574","0.9683417085427136","0.9985754985754984","0.09352189980061344","0.0014245014245014564","0.906344688074136","0.9985754985754984","0.9050535987748852","0.09494640122511488","0.9050535987748852","1","0.9653767820773932","0.9969325153374232","0.0030674846625766694","0.09723646670520449","0.9969325153374232","0.9024643441664718","1","0.10030395136778114","0.8996960486322189","0.8996960486322189","0.31712062256809337","0.0798181529421107","0.010066680659379657","0.7989157072409551","0.9682559885955758","0.39693877551020407","0.08988483360149035","0.7735549179191246","0.3070539419087137"
"faithful-jazz-36","4","3792",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","4","same_as_for2.zs2.even_longer","","0.8371467025572006","85","100","100","0.9949698189134808","0.3010515736492735","0.17138007532373734","0.6974264264839456","0.8277534935573357","0.6939182452642074","0.12967149832553615","0.8425532865910365","0.8235897435897436","1.0613975524902344","","-0.038891490548849106","1.1817905902862549","0.07562011480331421","0.08366431295871735","0.013366098515689371","0.007861851714551449","0.4083474266513816","0.8603015075376884","0.9984802431610942","0.40885061353146457","0.001519756838905817","0.5905270872089746","0.9984802431610942","0.5896296296296296","0.4103703703703704","0.5896296296296296","1","0.884928716904277","0.9910714285714286","0.008928571428571397","0.33698337825696323","0.9910714285714286","0.6599807354524335","1","0.3459119496855346","0.6540880503144654","0.6540880503144654","0.33601609657947684","0.2671743321343816","0.1226827632461435","0.5570647022631657","0.6348902195608783","0.6031904287138584","0.38985709538052504","0.3536749311294766","0.21333333333333335"
"zesty-serenity-33","3","3793",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","3","same_as_for2.zs2.even_longer","","0.943135935397039","65","100","100","0.9961089494163424","0.1452317564338863","0.02420972461014093","0.8542009320175439","0.9756957061531008","0.8508771929824561","0.12102203182374538","0.8754788266778611","0.9718992248062016","1.039224624633789","","-0.09457174688577652","1.041678547859192","0.06385595351457596","0.03316965699195862","0.011965422425419092","0.008819070644676685","0.17478664911537156","0.9758793969849248","0.9971056439942112","0.07027637570152834","0.0014323677016950809","0.9295196290134164","0.9985655351274386","0.926829268292683","0.07170874340322342","0.9281862657572404","0.9985380116959064","0.9765784114052952","0.9970326409495548","0.0029673590504450953","0.060251031754152584","0.9970326409495548","0.93956964969896","1","0.06321839080459768","0.9367816091954024","0.9367816091954024","0.32879377431906615","0.046206225680933855","0.011933309202787068","0.8767833981841764","0.9637057933122334","0.375","0.05813953488372092","0.8449612403100776","0.3168604651162791"
"super-night-30","2","3831",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","2","same_as_for2.zs2.even_longer","","0.9357335127860028","95","100","100","0.9979736575481256","0.1306897069308417","0.05720366741979388","0.8690449332581313","0.9426801830016888","0.8672839506172839","0.07348603951104782","0.92188734729833","0.9407699901283316","0.8373976945877075","","-0.005825108382850885","0.9149579405784608","0.06431872397661209","0.01906660571694374","0.010134818963706492","0.006613134406507015","0.16698665883352493","0.9517587939698492","0.9984591679506932","0.13891718321786894","0.0028323457932589724","0.8608684384129677","0.9971632833027392","0.8595419847328244","0.13608483742460997","0.8633174253685469","0.9956268221574344","0.9572301425661914","0.9970414201183432","0.00295857988165682","0.12242368311528506","0.9970414201183432","0.877213041860634","1","0.12538226299694188","0.8746177370030581","0.8746177370030581","0.342451874366768","0.07833001863734723","0.05716066015156562","0.8138465082750574","0.8330841077822625","0.4207818930041152","0.13549067878891283","0.6780025922180359","0.28529121421520237"
"serene-donkey-25","1","3812",".same_as_for2.zs2.even_longer.3dig_4miss","turing","finished","3dig_4miss","false","0.0003","1","same_as_for2.zs2.even_longer","","0.9767833109017496","90","100","99.609375","0.9989690721649483","0.03199280797506199","0.03381902376223789","0.9679741757112382","0.9661460752844472","0.9669762641898864","0.0018262157871759","0.9981114161176378","0.9651500484027106","1.2221735715866089","","-0.00898487027734518","1.329131841659546","0.06098128482699394","0.05496188625693321","0.01562812365591526","0.008815349079668522","0.101955215369629","0.9839195979899498","1","0.048286604361370666","0.0014265335235378318","0.9517133956386292","0.9985734664764622","0.9517133956386292","0.046860070837832835","0.9530729862038274","0.9985734664764622","0.9775967413441956","1","0","0.0662650602409639","1","0.933734939759036","1","0.0662650602409639","0.933734939759036","0.933734939759036","0.33298969072164947","0.0364633536539955","0.03192483108951005","0.90130449807061","0.9041266682451246","0.36945304437564497","0.06838818474350555","0.8148934329149249","0.3010648596321394"
